Source,Target,Type,Id,Label,timeset,Weight,e_weight,e_crawldate
n33423,n29956,Directed,261370,,,24,6,20191024
n29957,n29957,Directed,261374,,,343,49,20191111
n1943,n29959,Directed,261381,,,7,7,20191027
n16687,n29960,Directed,261382,,,72,6,20191020
n21764,n29961,Directed,261390,,,10,10,20191102
n29961,n29961,Directed,261391,,,188,188,20191012
n72,n29962,Directed,261392,,,6,6,20191013
n29963,n29963,Directed,261393,,,75,10,20191102
n1943,n29964,Directed,261396,,,15,15,20191114
n10196,n29952,Directed,261397,,,84,12,20191102
n29966,n29966,Directed,261404,,,48,16,20191001
n29967,n29967,Directed,261406,,,12,6,20191008
n29968,n29968,Directed,261408,,,14,14,20191102
n6806,n29970,Directed,261409,,,8,8,20191008
n23294,n29969,Directed,261410,,,12,12,20191111
n1968,n29971,Directed,261411,,,24,6,20191020
n2375,n29971,Directed,261415,,,689,6,20191013
n29972,n29972,Directed,261426,,,344,344,20191012
n29973,n29973,Directed,261427,,,234,32,20191030
n11985,n29974,Directed,261434,,,74,6,20191112
n16441,n29974,Directed,261436,,,10,10,20191008
n29974,n29974,Directed,261437,,,574,82,20191111
n35451,n29974,Directed,261444,,,54,6,20191030
n34430,n29975,Directed,261452,,,6,6,20191024
n5854,n29976,Directed,261453,,,10,10,20191111
n27051,n29976,Directed,261454,,,6,6,20191111
n5176,n29977,Directed,261455,,,154,7,20190930
n29978,n29978,Directed,261459,,,41,41,20191020
n29979,n29979,Directed,261460,,,176,87,20191012
n36593,n29981,Directed,261462,,,352,44,20191024
n16269,n29982,Directed,261470,,,8,8,20191111
n5176,n29983,Directed,261471,,,48,6,20191102
n7975,n29984,Directed,261478,,,6,6,20191111
n28658,n29985,Directed,261479,,,68,16,20191020
n7833,n29986,Directed,261481,,,10,10,20191025
n2812,n29987,Directed,261482,,,266,64,20191020
n29987,n29987,Directed,261486,,,40,10,20191101
n1244,n29988,Directed,261490,,,42,6,20191030
n3108,n29989,Directed,261497,,,36,6,20191030
n7430,n29989,Directed,261503,,,709,11,20190930
n18401,n29989,Directed,261512,,,684,37,20191001
n29989,n29989,Directed,261521,,,2488,311,20191111
n7076,n29990,Directed,261529,,,56,24,20191020
n12996,n29991,Directed,261531,,,8,8,20191030
n13994,n29992,Directed,261532,,,48,6,20191101
n16063,n29992,Directed,261539,,,7,7,20191111
n20679,n29992,Directed,261540,,,32,7,20191020
n29992,n29992,Directed,261544,,,1524,59,20191112
n29993,n29993,Directed,261553,,,40,40,20191020
n29994,n29994,Directed,261554,,,14,14,20191111
n1943,n29995,Directed,261555,,,167,13,20191114
n1012,n29996,Directed,261562,,,500,18,20191001
n2468,n29997,Directed,261572,,,54,6,20191008
n27656,n29998,Directed,261579,,,56,8,20191008
n13720,n29999,Directed,261581,,,48,8,20191020
n30000,n30000,Directed,261587,,,70,70,20191030
n16269,n30001,Directed,261588,,,40,8,20191008
n27282,n30002,Directed,261593,,,30,9,20191008
n16269,n30003,Directed,261596,,,45,9,20191030
n28816,n30004,Directed,261601,,,15,7,20191024
n30004,n30004,Directed,261603,,,156,156,20191102
n30005,n30005,Directed,261604,,,39,39,20191012
n30006,n30006,Directed,261605,,,124,31,20190930
n3357,n30007,Directed,261609,,,312,20,20190930
n16512,n30008,Directed,261617,,,128,8,20190930
n16269,n30009,Directed,261626,,,17,6,20191025
n30010,n30010,Directed,261628,,,66,66,20191020
n30011,n30011,Directed,261629,,,3297,157,20190930
n30012,n30012,Directed,261637,,,1804,82,20190930
n30013,n30013,Directed,261645,,,536,15,20191030
n30014,n30014,Directed,261652,,,41,41,20191024
n33743,n30016,Directed,261653,,,12,12,20191111
n35373,n30018,Directed,261654,,,6,6,20191030
n7264,n30019,Directed,261655,,,524,16,20190930
n30020,n30020,Directed,261664,,,452,452,20191025
n30021,n30021,Directed,261665,,,1554,74,20191001
n5337,n30022,Directed,261673,,,1172,6,20191025
n8595,n30022,Directed,261685,,,366,12,20190930
n9740,n30022,Directed,261694,,,544,68,20191111
n15096,n30022,Directed,261701,,,203,11,20191024
n23934,n30022,Directed,261710,,,48,6,20191101
n27215,n30022,Directed,261717,,,84,8,20191102
n27693,n30022,Directed,261724,,,27,27,20191012
n8908,n30023,Directed,261725,,,6,6,20191030
n30024,n30024,Directed,261726,,,10,10,20191012
n12224,n30025,Directed,261727,,,78,9,20191013
n22851,n30026,Directed,261734,,,73,10,20191024
n1545,n30027,Directed,261741,,,15,15,20191102
n30027,n30027,Directed,261742,,,566,62,20190930
n30028,n30028,Directed,261750,,,525,75,20191030
n926,n30029,Directed,261757,,,566,66,20191111
n12224,n30030,Directed,261764,,,6,6,20191112
n30030,n30030,Directed,261765,,,11,11,20191112
n8789,n30031,Directed,261766,,,6,6,20191008
n28444,n30033,Directed,261767,,,120,40,20191020
n30032,n30032,Directed,261770,,,118,36,20191111
n31121,n30034,Directed,261773,,,42,6,20191008
n1002,n30035,Directed,261780,,,6,6,20191024
n34952,n30036,Directed,261781,,,33,8,20191102
n30038,n30038,Directed,261785,,,6,6,20191025
n4566,n30039,Directed,261786,,,151,18,20191001
n8450,n30039,Directed,261794,,,1448,23,20191001
n10048,n30039,Directed,261803,,,627,6,20191008
n10753,n30039,Directed,261815,,,746,6,20191031
n11176,n30039,Directed,261828,,,433,9,20191031
n16982,n30039,Directed,261839,,,34,6,20191024
n17770,n30039,Directed,261844,,,19462,86,20191025
n21235,n30039,Directed,261857,,,127,7,20191102
n22558,n30039,Directed,261866,,,854,8,20191021
n30039,n30039,Directed,261878,,,871,32,20191001
n16269,n30040,Directed,261888,,,29,8,20191008
n30042,n30042,Directed,261891,,,96,12,20191020
n6505,n30043,Directed,261898,,,8,8,20191020
n18559,n30044,Directed,261899,,,84,12,20191020
n30334,n30045,Directed,261906,,,9,9,20191112
n21235,n30046,Directed,261907,,,13,6,20191002
n825,n30049,Directed,261909,,,7,7,20191024
n30048,n30048,Directed,261910,,,9,9,20191024
n30050,n30050,Directed,261911,,,18,6,20190930
n12835,n30051,Directed,261914,,,30,6,20191024
n16269,n30051,Directed,261919,,,10,10,20191102
n10024,n30052,Directed,261920,,,8,8,20191111
n24359,n30052,Directed,261921,,,17,17,20191112
n28969,n30052,Directed,261922,,,8,8,20191111
n3357,n30053,Directed,261923,,,154,12,20191102
n13053,n30054,Directed,261931,,,25,25,20191030
n30055,n30055,Directed,261932,,,1606,73,20191001
n1943,n30059,Directed,261940,,,6,6,20191013
n12224,n30056,Directed,261941,,,6,6,20191024
n16140,n30058,Directed,261942,,,80,8,20191030
n33710,n30057,Directed,261949,,,6,6,20191020
n20708,n30060,Directed,261950,,,6,6,20191030
n34735,n30060,Directed,261951,,,40,6,20191024
n21833,n30062,Directed,261956,,,36,18,20191030
n28315,n30063,Directed,261958,,,11,11,20191111
n30064,n30064,Directed,261959,,,8,8,20191008
n30065,n30065,Directed,261960,,,1071,68,20191024
n3357,n30066,Directed,261970,,,32,6,20191030
n12224,n30066,Directed,261973,,,10,10,20191102
n30066,n30066,Directed,261974,,,126,126,20191102
n33257,n30067,Directed,261975,,,21,7,20191008
n30068,n30068,Directed,261977,,,392,49,20191012
n3415,n30069,Directed,261985,,,129,14,20191102
n4068,n30069,Directed,261993,,,136,17,20191031
n5293,n30069,Directed,262001,,,6,6,20191030
n9841,n30069,Directed,262002,,,697,83,20191030
n10369,n30069,Directed,262010,,,46,6,20191030
n16788,n30069,Directed,262014,,,7,7,20191030
n23990,n30069,Directed,262015,,,195,7,20191020
n25714,n30069,Directed,262023,,,136,17,20191102
n39659,n30069,Directed,262031,,,120,6,20191001
n13152,n30071,Directed,262039,,,6,6,20191030
n14773,n30070,Directed,262040,,,42,6,20191012
n30072,n30072,Directed,262045,,,72,9,20191002
n30073,n30073,Directed,262053,,,394,394,20191025
n12224,n30074,Directed,262054,,,12,12,20191024
n30074,n30074,Directed,262055,,,57,57,20191024
n30076,n30076,Directed,262056,,,7,7,20190930
n3357,n30077,Directed,262057,,,310,8,20191001
n3269,n30078,Directed,262065,,,20,6,20191008
n32965,n30079,Directed,262068,,,136,17,20191030
n3269,n30080,Directed,262076,,,137,8,20191102
n30081,n30081,Directed,262084,,,7326,3590,20191102
n32177,n30081,Directed,262086,,,21,6,20191113
n30082,n30082,Directed,262088,,,391,55,20191102
n38013,n30083,Directed,262095,,,520,10,20191101
n16269,n30085,Directed,262103,,,6,6,20191111
n9258,n30086,Directed,262104,,,109,6,20191012
n1943,n30087,Directed,262111,,,14,6,20191102
n30087,n30087,Directed,262113,,,9979,2493,20191024
n30763,n30087,Directed,262117,,,6,6,20191002
n1943,n30089,Directed,262118,,,14,7,20191030
n27096,n30089,Directed,262120,,,57,13,20191020
n17328,n30090,Directed,262124,,,2332,6,20191030
n37526,n30091,Directed,262138,,,6,6,20191012
n19438,n30092,Directed,262139,,,48,8,20191030
n30094,n30094,Directed,262145,,,76,19,20191020
n30095,n30095,Directed,262149,,,64,16,20191008
n13460,n30096,Directed,262153,,,168,21,20191020
n19678,n30097,Directed,262160,,,17,8,20191111
n19568,n30098,Directed,262162,,,58,6,20191102
n29039,n30099,Directed,262169,,,126,6,20191102
n39667,n30099,Directed,262177,,,23,7,20191030
n11512,n30100,Directed,262179,,,136,17,20191030
n23670,n30101,Directed,262186,,,77,7,20191024
n30102,n30102,Directed,262195,,,238,34,20191008
n16269,n30103,Directed,262202,,,10,10,20191001
n35727,n30104,Directed,262203,,,48,8,20191020
n5291,n30105,Directed,262209,,,78,8,20190930
n30106,n30106,Directed,262217,,,172,172,20191020
n22719,n30107,Directed,262218,,,79,7,20191020
n37919,n30108,Directed,262225,,,6,6,20191020
n10137,n30109,Directed,262226,,,42,6,20191012
n19094,n30109,Directed,262233,,,36,6,20191102
n16269,n30111,Directed,262239,,,12,12,20191102
n23124,n30110,Directed,262240,,,106,6,20190930
n29233,n30112,Directed,262248,,,1267,8,20191101
n19843,n30113,Directed,262258,,,8,8,20191102
n30114,n30114,Directed,262259,,,1507,74,20191001
n30115,n30115,Directed,262267,,,243,81,20191102
n30116,n30116,Directed,262270,,,14,14,20191008
n8908,n30117,Directed,262271,,,71,7,20190930
n30118,n30118,Directed,262279,,,91,13,20191012
n3108,n30119,Directed,262286,,,36,6,20191111
n7430,n30119,Directed,262292,,,751,15,20190930
n18401,n30119,Directed,262301,,,712,37,20191001
n30119,n30119,Directed,262310,,,2778,154,20191102
n3164,n30120,Directed,262319,,,174,7,20191112
n30120,n30120,Directed,262331,,,245,11,20191001
n30763,n30120,Directed,262340,,,223,8,20191111
n34657,n30120,Directed,262349,,,931,11,20190930
n27521,n30121,Directed,262358,,,16,8,20191111
n3411,n30122,Directed,262360,,,317,12,20191001
n30122,n30122,Directed,262369,,,1188,96,20191101
n30123,n30123,Directed,262377,,,224,32,20191030
n1943,n30124,Directed,262384,,,54,6,20191021
n12224,n30124,Directed,262392,,,81,7,20191021
n23198,n30124,Directed,262399,,,14,7,20191008
n30763,n30124,Directed,262401,,,246,7,20191012
n35249,n30124,Directed,262413,,,257,24,20191111
n38566,n30124,Directed,262421,,,6,6,20191111
n16269,n30125,Directed,262422,,,6,6,20191102
n30127,n30127,Directed,262423,,,80,16,20191024
n349,n30128,Directed,262428,,,24,6,20191030
n22215,n30129,Directed,262432,,,88,8,20191020
n7614,n30130,Directed,262441,,,117,10,20191020
n20824,n30130,Directed,262443,,,8,8,20191025
n24593,n30130,Directed,262444,,,38,6,20191024
n30130,n30130,Directed,262449,,,177,23,20191001
n35249,n30130,Directed,262454,,,41,6,20191102
n14862,n30133,Directed,262458,,,42,21,20191030
n16152,n30132,Directed,262460,,,108,8,20191020
n15372,n30134,Directed,262468,,,11,11,20191012
n38910,n30134,Directed,262469,,,108,6,20190930
n30136,n30136,Directed,262477,,,45,15,20191008
n30137,n30137,Directed,262479,,,658,94,20191020
n28742,n30138,Directed,262486,,,7,7,20191008
n24593,n30139,Directed,262487,,,8,8,20190930
n30139,n30139,Directed,262488,,,583,12,20190930
n32010,n30139,Directed,262495,,,69,21,20191001
n35249,n30139,Directed,262498,,,66,6,20191111
n8256,n30140,Directed,262505,,,36,6,20191008
n39659,n30141,Directed,262511,,,6,6,20191025
n25663,n30142,Directed,262512,,,302,10,20191101
n30143,n30143,Directed,262518,,,33,33,20191024
n16680,n30144,Directed,262519,,,337,7,20191112
n2040,n30145,Directed,262529,,,46,7,20191012
n21833,n30145,Directed,262534,,,108,7,20191024
n13386,n30146,Directed,262539,,,217,6,20191030
n37526,n30147,Directed,262548,,,12,6,20191024
n29523,n30148,Directed,262550,,,42,7,20191111
n1387,n30149,Directed,262556,,,12,6,20191025
n2375,n30150,Directed,262558,,,28,7,20191012
n10024,n30150,Directed,262562,,,6,6,20191020
n12224,n30150,Directed,262563,,,16,6,20191020
n24634,n30150,Directed,262565,,,8,8,20191012
n30150,n30150,Directed,262566,,,400,50,20191111
n3357,n30151,Directed,262574,,,460,8,20191001
n19501,n30153,Directed,262582,,,81,6,20191012
n20473,n30152,Directed,262590,,,2370,9,20191101
n30152,n30152,Directed,262599,,,80,8,20190930
n26498,n30154,Directed,262607,,,16,16,20191111
n30155,n30155,Directed,262608,,,42,42,20191112
n25443,n30157,Directed,262609,,,13,13,20191112
n30157,n30157,Directed,262610,,,252,252,20191111
n9841,n30158,Directed,262611,,,8,8,20191020
n24923,n30158,Directed,262612,,,60,6,20191008
n17290,n30160,Directed,262619,,,78,6,20191025
n21261,n30161,Directed,262627,,,6,6,20191111
n23222,n30162,Directed,262628,,,6,6,20191111
n24329,n30163,Directed,262629,,,6,6,20191111
n38041,n30164,Directed,262630,,,7,7,20191111
n20024,n30165,Directed,262631,,,10,10,20191024
n16269,n30166,Directed,262632,,,10,10,20191001
n30167,n30167,Directed,262633,,,20,20,20191008
n30168,n30168,Directed,262634,,,624,78,20191012
n32312,n30169,Directed,262642,,,111,9,20191024
n1986,n30170,Directed,262651,,,18,6,20191024
n16269,n30171,Directed,262654,,,21,6,20191008
n25909,n30172,Directed,262656,,,90,12,20191102
n30174,n30174,Directed,262663,,,42,10,20191008
n169,n30175,Directed,262667,,,8,8,20190930
n13460,n30176,Directed,262668,,,182,22,20191030
n6953,n30177,Directed,262675,,,28,8,20191024
n39997,n30178,Directed,262678,,,56,7,20191031
n24045,n30179,Directed,262681,,,6,6,20191008
n28259,n30180,Directed,262682,,,48,6,20191025
n1687,n30181,Directed,262690,,,83,8,20191024
n2670,n30181,Directed,262697,,,67,8,20191008
n3357,n30181,Directed,262704,,,84,6,20191102
n3362,n30181,Directed,262709,,,77,6,20191025
n3408,n30181,Directed,262717,,,68,8,20191008
n13451,n30181,Directed,262724,,,66,8,20191012
n14766,n30181,Directed,262731,,,65,8,20191008
n20186,n30181,Directed,262738,,,67,8,20191012
n20459,n30181,Directed,262745,,,68,8,20191012
n20987,n30181,Directed,262752,,,63,8,20191012
n23137,n30181,Directed,262759,,,62,8,20191008
n26737,n30181,Directed,262766,,,110,8,20191012
n27635,n30181,Directed,262773,,,64,8,20191012
n30181,n30181,Directed,262780,,,2628,79,20190930
n31700,n30181,Directed,262788,,,64,8,20191012
n31794,n30181,Directed,262795,,,65,8,20191030
n38273,n30181,Directed,262802,,,64,8,20191024
n464,n30182,Directed,262809,,,18,6,20191111
n4566,n30183,Directed,262812,,,151,18,20191001
n8450,n30183,Directed,262820,,,1448,23,20191001
n10048,n30183,Directed,262829,,,627,6,20191008
n10753,n30183,Directed,262841,,,746,6,20190930
n11176,n30183,Directed,262854,,,433,9,20191031
n17770,n30183,Directed,262865,,,19462,86,20191025
n21235,n30183,Directed,262878,,,127,7,20191102
n30183,n30183,Directed,262887,,,537,46,20191012
n30184,n30184,Directed,262895,,,77,11,20191012
n5177,n30185,Directed,262902,,,57,19,20191025
n5920,n30185,Directed,262905,,,266,19,20191111
n11878,n30185,Directed,262913,,,19,19,20191030
n15790,n30185,Directed,262914,,,114,19,20191030
n18566,n30185,Directed,262920,,,19,19,20191020
n31341,n30185,Directed,262921,,,38,19,20191111
n30186,n30186,Directed,262923,,,39,13,20191002
n16603,n30187,Directed,262926,,,10,10,20191111
n25890,n30187,Directed,262927,,,6,6,20191030
n36346,n30187,Directed,262928,,,26,6,20191009
n28287,n30188,Directed,262931,,,4282,26,20191101
n30188,n30188,Directed,262941,,,9521,391,20191101
n35045,n30188,Directed,262950,,,92,10,20191024
n6873,n30189,Directed,262958,,,143,15,20191102
n30189,n30189,Directed,262966,,,568,71,20191008
n11947,n30190,Directed,262974,,,12,6,20191013
n12075,n30191,Directed,262976,,,12,6,20191008
n30192,n30192,Directed,262978,,,42,42,20191111
n6003,n30193,Directed,262979,,,10,10,20191008
n9907,n30193,Directed,262980,,,28,14,20191030
n17770,n30193,Directed,262982,,,333,7,20191025
n26356,n30194,Directed,262995,,,48,6,20191008
n6574,n30195,Directed,263003,,,6,6,20190930
n30196,n30196,Directed,263004,,,3888,548,20191008
n30197,n30197,Directed,263011,,,1169,167,20191024
n6908,n30198,Directed,263018,,,64,8,20191102
n30199,n30199,Directed,263025,,,82,41,20191008
n30200,n30200,Directed,263027,,,22,7,20191020
n30201,n30201,Directed,263029,,,13,13,20191102
n30202,n30202,Directed,263030,,,105,21,20191101
n18173,n30204,Directed,263035,,,206,9,20191101
n39742,n30205,Directed,263043,,,19,6,20191008
n15620,n30206,Directed,263046,,,8,8,20191025
n39936,n30208,Directed,263047,,,12,12,20191012
n23222,n30209,Directed,263048,,,15,6,20191102
n7816,n30210,Directed,263050,,,24,8,20191102
n13937,n30211,Directed,263053,,,8,8,20191030
n30211,n30211,Directed,263054,,,29,29,20191111
n31040,n30212,Directed,263055,,,72,24,20191013
n1943,n30213,Directed,263057,,,10,10,20191002
n729,n30214,Directed,263058,,,72,9,20191008
n9359,n30215,Directed,263066,,,64,8,20191111
n29039,n30215,Directed,263074,,,36,6,20191020
n31200,n30215,Directed,263080,,,66,6,20190930
n3357,n30216,Directed,263087,,,30,6,20191024
n16269,n30217,Directed,263091,,,14,6,20191102
n30218,n30218,Directed,263093,,,54847,224,20191101
n8669,n30220,Directed,263103,,,82,8,20191102
n30219,n30219,Directed,263111,,,35,35,20191030
n40136,n30221,Directed,263112,,,6,6,20191102
n1902,n30222,Directed,263113,,,112,6,20191001
n36593,n30222,Directed,263122,,,154,22,20191008
n35098,n30223,Directed,263129,,,476,68,20191008
n38444,n30223,Directed,263136,,,11,11,20191030
n25909,n30224,Directed,263137,,,7,7,20191008
n9221,n30225,Directed,263138,,,16,7,20191024
n22525,n30225,Directed,263140,,,89,11,20191020
n30226,n30226,Directed,263148,,,145,19,20191030
n5176,n30227,Directed,263155,,,7,7,20191111
n1968,n30228,Directed,263156,,,24,6,20191020
n2375,n30228,Directed,263160,,,686,6,20191013
n12437,n30228,Directed,263171,,,36,9,20191030
n21465,n30228,Directed,263175,,,24,6,20191012
n26862,n30229,Directed,263179,,,24,12,20191111
n14212,n30230,Directed,263181,,,6,6,20191102
n9017,n30231,Directed,263182,,,12,6,20191030
n3809,n30232,Directed,263184,,,8,8,20191008
n9236,n30233,Directed,263185,,,46,6,20191030
n1943,n30234,Directed,263191,,,16,8,20191003
n30235,n30235,Directed,263193,,,20,20,20191008
n5138,n30236,Directed,263194,,,82,6,20191030
n30237,n30237,Directed,263200,,,890,444,20191008
n30239,n30239,Directed,263202,,,134,44,20190930
n16269,n30240,Directed,263205,,,24,8,20191008
n6660,n30241,Directed,263208,,,6,6,20191013
n9519,n30241,Directed,263209,,,6,6,20191020
n12224,n30241,Directed,263210,,,8,8,20191021
n13152,n30241,Directed,263211,,,6,6,20191020
n27185,n30241,Directed,263212,,,7,7,20191021
n30241,n30241,Directed,263213,,,10,10,20191020
n3357,n30242,Directed,263214,,,178,18,20191008
n30243,n30243,Directed,263221,,,1142,71,20191024
n30244,n30244,Directed,263230,,,1532,71,20190930
n30245,n30245,Directed,263238,,,45,45,20191024
n14212,n30247,Directed,263239,,,176,8,20190930
n30246,n30246,Directed,263247,,,572,38,20191102
n1943,n30248,Directed,263255,,,7,7,20191112
n26311,n30248,Directed,263256,,,36,9,20191020
n30248,n30248,Directed,263260,,,24,6,20191030
n30763,n30248,Directed,263264,,,18,8,20191024
n5101,n30249,Directed,263266,,,2383,111,20191009
n30249,n30249,Directed,263280,,,101892,340,20190930
n12774,n30250,Directed,263295,,,88,44,20191102
n20679,n30251,Directed,263297,,,7,7,20191112
n29584,n30252,Directed,263298,,,6,6,20191024
n16269,n30253,Directed,263299,,,16,8,20191001
n15740,n30255,Directed,263301,,,48,6,20191020
n31621,n30254,Directed,263309,,,9,9,20191024
n21770,n30256,Directed,263310,,,208,23,20191021
n30256,n30256,Directed,263318,,,11,11,20191111
n2298,n30257,Directed,263319,,,61,6,20191025
n1041,n30258,Directed,263325,,,61,7,20191030
n8248,n30259,Directed,263330,,,8,8,20191008
n825,n30260,Directed,263331,,,6,6,20191020
n30260,n30260,Directed,263332,,,57,57,20191102
n16379,n30261,Directed,263333,,,84,12,20191111
n1943,n30262,Directed,263340,,,14,7,20191023
n12774,n30263,Directed,263342,,,16,8,20191030
n1626,n30264,Directed,263344,,,10,10,20191024
n5176,n30265,Directed,263345,,,48,6,20191102
n30266,n30266,Directed,263352,,,385,17,20191024
n7076,n30267,Directed,263360,,,14,6,20191020
n33991,n30268,Directed,263362,,,124,8,20191008
n35850,n30269,Directed,263365,,,15,6,20191024
n30270,n30270,Directed,263367,,,373,46,20191112
n37526,n30271,Directed,263375,,,18,6,20191024
n35866,n30272,Directed,263378,,,132,6,20190930
n3357,n30273,Directed,263386,,,78,6,20191020
n20679,n30273,Directed,263394,,,10,10,20191031
n26356,n30274,Directed,263395,,,840,23,20190930
n30275,n30275,Directed,263404,,,28,28,20191111
n16269,n30276,Directed,263405,,,25,9,20191001
